CP,Localidad
3600,C Isla Alvarez
3600,C Isla De Oro
3600,C Puente Pucu
3600,C Puente Uriburu
3600,Capilla S Antonio
3600,Cañada Doce
3600,Colonia Dalmacia
3600,Formosa
3600,Guaycolec
3600,Hospital Rural
3600,Isla 9 De Julio
3600,Isla Oca
3600,Km 642 N R Bermejo
3600,La Colonia
3600,La Florida
3600,Lote 4
3600,Mojon De Fierro
3600,Monte Agudo
3600,Monte Lindo
3600,Monteagudo
3600,P B Forestal Igr L
3600,Puerto Dalmacia
3600,Santa Catalina
3600,Timbo Pora
3600,Tres Marias
3600,Villa Emilia
3601,Los Galpones
3601,Banco Payagua
3601,Campo Goreta
3601,Churqui Cue
3601,Colonia Aquino
3601,Colonia Cano
3601,Colonia Pastoril
3601,Costa Del Lindo
3601,Cria Pte Yrigoyen
3601,Curupay
3601,El Angelito
3601,El Arbol Solo
3601,El Arbolito
3601,El Gato
3601,El Olvido
3601,El Ombu
3601,El Pindo
3601,El Silencio
3601,Esterito
3601,Fortin Galpon
3601,Fray M Esquiu
3601,Herradura
3601,Isla Payagua
3601,Ituzaingo
3601,La China
3601,La Esperanza
3601,La Lucrecia
3601,La Pasion
3601,La Picadita
3601,Los Claveles
3601,M L Cnia Pastoril
3601,Mayor V  E Vfañe
3601,Mercedes Cue
3601,Pres Yrigoyen
3601,Riacho Lindo
3601,Riacho Ramirez
3601,San Antonio
3601,San Cayetano
3601,Santa Maria
3601,Sargento Cabral
3601,Soldado T Schez
3601,Tatane
3601,Tres Lagunas
3601,Tres Mojones
3601,Tres Pocitos
3602,Villa Dos Trece
3603,El Colorado
3603,Espinillo
3603,G Pablo Ricchieri
3603,Hipolito Vieytes
3603,Kilometro 142
3603,Kilometro 193
3603,Kilometro 213
3603,Kilometro 232
3603,Las Cañitas
3603,Media Luna
3603,Miguel Cane
3603,Pzo D Las Botijas
3603,Racedo Escobar
3603,Villa Dos Trece
3604,Gran Guardia
3604,Los Pilagas
3604,Mariano Boedo
3605,S F De Laishi
3605,San Francisco De Laishi
3606,B S Jose Obrero
3606,Bañaderos
3606,C 5 De Octubre
3606,C El Zapallito
3606,C La Disciplina
3606,C Palmar Grande
3606,Cabo Noroña
3606,Campo Hardy
3606,Campo Rigonato
3606,Casco Cue
3606,Colonia El Alba
3606,Colonia El Olvido
3606,Colonia Sabina
3606,Coronel J I Warnes
3606,Costa Rio Negro
3606,Costa Salado
3606,El Algarrobo
3606,El Corralito
3606,El Guajho
3606,El Palmar
3606,El Poi
3606,El Quebranto
3606,El Resguardo
3606,El Salado
3606,Estancia El Ciervo
3606,Estero Grande
3606,Gendarme V Garcete
3606,Isla Toldo
3606,Jose Hernandez
3606,Kilometro 109
3606,Kilometro 1695
3606,La Blanca
3606,La Esperanza
3606,La Loma
3606,La Sirena
3606,Loma Sene
3606,Monseñor De Andrea
3606,Palmar Chico
3606,Para Todo
3606,Pilanga Iii
3606,Pirane
3606,Rincon Ñaro
3606,Saladillo
3606,Salado
3606,San Camilo
3606,San Jacinto
3606,San Simon
3606,Zorrilla Cue
3608,Campo Oswald
3608,Desvio Los Matacos
3608,El Ñandu
3608,Kilometro 128
3608,Kilometro 1895
3608,Laguna Murua
3608,Palo Santo
3608,Potrero Norte
3608,Rincon Ñandu
3609,C Campo Vfañe
3609,Colonia Campo Villafañe
3610,B G Pueyrredon
3610,Barrio San Martin
3610,Barrio Sud America
3610,Ceibo Trece
3610,E Las Horquetas
3610,El Paraiso
3610,Isla De Puen
3610,Loma Hermosa
3610,Parque Nacional
3610,Primavera
3610,Punta Guia
3610,Riacho Negro
3610,Sol De Mayo
3610,Virasol
3610,Clorinda
3611,3 Lags  Pilcomayo
3611,Angostura
3611,Ayudante Paredes
3611,Bocarin
3611,Colonia Bouvier
3611,Curtiembre Cue
3611,El Pombero
3611,F Ameghino
3611,G Luna Olmos
3611,Isla Apango
3611,Isla Caraya
3611,Laguna Gallo
3611,Lucero Cue
3611,Monte Claro
3611,Palma Sola
3611,Pigo
3611,Pres Avellaneda
3611,Puerto Pilcomayo
3611,Punta Pora
3611,Riacho He He
3611,Rodeo Tapiti
3611,Rozadito
3611,Salvacion
3611,San Antonio
3611,San Juan
3611,San Pedro
3611,Santa Isabel
3611,Sto Mayor B Aguila
3611,Toro Paso
3611,Tte Gral J C Sche
3611,Villa Lucero
3612,El Espinillo
3612,Siete Palmas
3613,Chirochilas
3613,Colonia Alfonso
3613,Frontera
3613,La Frontera
3613,Laguna Blanca
3613,Laguna Ines
3613,Marca M
3613,Nuevo Pilcomayo
3613,Primera Junta
3613,Segunda Punta
3614,Mision Tacaagle
3615,Aguas Negras
3615,Apayerey
3615,Bella Vista
3615,Cataneo Cue
3615,Chagaday
3615,Colonia 25 De Mayo
3615,Colonia Santa Rosa
3615,El Espinillo
3615,G Julio De Vedia
3615,G Manuel Belgrano
3615,General Manuel Belgrano
3615,Julio Cue
3615,La Urbana
3615,Loma Zapatu
3615,Loro Cue
3615,Porton Negro
3615,Puerto San Carlos
3615,S Heriberto Avalos
3615,Subtte R Masaferro
3615,Tte Cnel Gaspar Cs
3615,Villa Hermosa
3615,Villa Real
3616,Formosa
3616,V Gral M Belgrano
3617,Buena Vista
3618,San Hilario
3620,Alto Alegre
3620,Andres Flores
3620,C A Larrabure
3620,C Buena Vista
3620,C Siete Quebrados
3620,Colonia Alto Tigre
3620,Comandante Fontana
3620,El Cogoik
3620,El Porteño
3620,Fortin Media Luna
3620,Gabriela Mistral
3620,Jose Cancio
3620,Kilometro 184
3620,Mayor M T Rojas
3620,Posta San Martin 1
3620,Rincon Florido
3620,Sold R A Arrieta
3620,Tres Lagunas
3621,Dgo F Sarmiento
3621,El Porteñito
3621,F Cabo 1 Lugones
3621,F Sgto 1Ro Leyes
3621,Fortin Lugones
3621,Kilometro 224
3621,Las Lolas
3621,Maestro F Baez
3621,Posta San Martin 2
3621,Pozo Navagan
3621,Urbana Vieja
3621,V General Guemes
3621,Villa General Guemes
3622,B De Las Casas
3622,Bartolome De Las Casas
3622,Bruchard
3622,Teniente Brown
3624,Agente F S Ibañez
3624,C El Silencio
3624,C Guillermina
3624,C Reconquista
3624,Campo Azcurra
3624,Campo Del Cielo
3624,Colonia El Catorce
3624,Colonia Isla Sola
3624,Colonia Perin
3624,Colonia San Jose
3624,Coronel E Rostagno
3624,Dr Carlos Montag
3624,El Oculto
3624,Ibarreta
3624,La Inmaculada
3624,Lazo Quemado
3624,Legua A
3624,Maestra B Gomez
3624,Olegario V Andrade
3624,S D Salvatierra
3624,Soldado I Schez
3624,Subteniente Perin
3624,Villa Adelaida
3624,Villa Mercedes
3625, E R M Chiriguanos
3625,Dr E R.Mejia Chiriguanos
3626,Alolague
3626,C Juan B Alberdi
3626,C La Sociedad
3626,C Union Escuela
3626,Cabo 1Ro C Benitez
3626,Colonia Juanita
3626,Colonia La Brava
3626,Colonia Santa Rosa
3626,Colonia Tatane
3626,Coronel F Bogado
3626,El Recreo
3626,El Sauce
3626,Estanio Del Campo
3626,Estanislao Del Campo
3626,Hermindo Bonas
3626,Juan Jose Paso
3626,Kilometro 503
3626,Las Choyas
3626,Las Mochas
3626,Loma Clavel
3626,Los Esteros
3626,Los Inmigrantes
3626,Pato Marcado
3626,Porteño Viejo
3626,Ranero Cue
3626,San Lorenzo
3626,Saturnino Segurola
3626,Sto A V Sabria
3626,Transito Cue
3626,Tres Pozos
3627,San Martin Ii
3628,Arbol Solo
3628,C Pcipal Ismael St
3628,Kilometro 1769
3628,La Paloma
3628,Paso De Naite
3628,Pozo Del Tigre
3628,Pozo Verde
3628,V General Urquiza
3630,19 De Marzo
3630,3 Lags  Herradura
3630,A Olegario Victor
3630,Bajo Hondo
3630,C  F J Muñiz
3630,C 8 De Setiembre
3630,C Aborigen B B D
3630,C Los Tres Reyes
3630,C San Bernardo
3630,C Santa Catalina
3630,Cabo Pro Chavez
3630,Campo Alegre
3630,Campo Redondo
3630,Colonia San Isidro
3630,Colonia San Pablo
3630,Colonia Santoro
3630,Colonia Villa Rica
3630,Costa Dl Pilcomayo
3630,El Ceibal
3630,El Coati
3630,El Corredero
3630,El Descanso
3630,El Mirador
3630,El Perdido
3630,El Quebracho
3630,El Tacuruzal
3630,El Totoral
3630,El Yacare
3630,El Yuchan
3630,Espinillo
3630,F Cabo 1Ro Chavez
3630,Fortin Guemes
3630,Fortin La Soledad
3630,Fortin Pilcomayo
3630,Isleta
3630,Juan G Bazan
3630,Kilometro 15
3630,Kilometro 525
3630,Kilometro 642
3630,La Soledad
3630,Las Delicias
3630,Las Lomitas
3630,Las Saladas
3630,Los Baldes
3630,Los Claveles
3630,Los Suspiros
3630,Los Tres Reyes
3630,Nuevo Pilcomayo
3630,Paso De Los Tobas
3630,Paso La Cruz
3630,Paso Nalte
3630,Pavao
3630,Posta S Cabral
3630,Pozo De Las Garzas
3630,Pozo De Navagan
3630,Pozo El Lecheron
3630,Pozo Hondo
3630,Pozo La China
3630,Pozo La Negra
3630,Puerto Ramona
3630,Puesto Aguara
3630,Pzo D Ls Chanchos
3630,Quebracho Marcado
3630,Red C Coquena
3630,Rio Cue
3630,San Isidro
3630,San Martin 1
3630,San Miguel
3630,San Ramon
3630,Santa Rosa
3630,Sargento Agramonte
3630,Soldado E Luna
3630,Soldado M Torales
3630,Suipacha
3630,Tatu Pire
3630,Tomas Godoy Cruz
3630,Tte Cnel Gaspar Cs
3632,El Pimpin
3632,El Tastas
3632,General Francisco Basiliano Bosch
3632,Kilometro 1695
3632,Los Chiriguanos
3632,Matias Gulacsi
3632,P Cambio A Zalazar
3632,Posta Cambio A Zalazar
3632,Pozo Del Mortero
3634,Agente A Alegre
3634,Alfonsina Storni
3634,Alto Alegre
3634,Bajo Verde
3634,Ballon
3634,C Coronel Dorrego
3634,Campo El Suri
3634,Capitan Juan Sola
3634,Colonia Santa Rosa
3634,El Acheral
3634,El Aibalito
3634,El Bordo Santo
3634,El Bragado
3634,El Cavado
3634,El Cañon
3634,El Corralito
3634,El Marcado
3634,El Mojon
3634,El Palo Santo
3634,El Paraiso
3634,El Pilon
3634,El Pindo
3634,El Quebrachal
3634,El Remanso
3634,El Simbolar
3634,El Sombrero Negro
3634,El Surr
3634,El Yulo
3634,Estero Patiño
3634,Ex Fortin Sola
3634,Ex Posta G Lavalle
3634,F Cabo 1Ro Chaves
3634,Fortin Fontana
3634,G F B Bosch
3634,J Manuel Estrada
3634,Joaquin V Gonzalez
3634,La Libertad
3634,La Manija
3634,La Media Luna
3634,La Nobleza
3634,La Palmita
3634,La Primavera
3634,La Represa
3634,Laguna Yema
3634,Lamadrid
3634,Las Avispas
3634,Los Nidos
3634,Los Pocitos
3634,M Evang Lag De Ya
3634,Mision El Carmen
3634,Nicora
3634,Nueva Italia
3634,Palma Sola
3634,Poncho Quemado
3634,Posta Lencina
3634,Pozo De Mara
3634,Pozo De Piedra
3634,Pozo Del Cuchillo
3634,Pozo Del Leon
3634,Pres Yrigoyen
3634,Puerto Irigoyen
3634,R Natural Formosa
3634,Riacho Lindo
3634,Rio Muerto
3634,San Antonio
3634,San Isidro
3634,Sumayen
3634,Tres Pozos
3636,Agua Verde
3636,Bolsa De Palomo
3636,Buen Lugar
3636,C Saavedra Lamas
3636,Caballo Muerto
3636,Campo Grande
3636,Carlos Pelegrini
3636,Cañada San Pedro
3636,Cnel M Mez De Hoz
3636,Doctor Luis Agote
3636,Dr G Sayago
3636,El Alambrado
3636,El Azotado
3636,El Desmonte
3636,El Mistolar
3636,El Potrerito
3636,El Quemado
3636,El Rosado
3636,El Totoral
3636,El Zorro
3636,Esquinitas
3636,F N De Laprida
3636,Florencio Sanchez
3636,General Enrique Mosconi
3636,Gobernador Yalur
3636,Guadalcazar
3636,Ing E H Faure
3636,Ing G. N Juarez
3636,Ing Guillermo N Juarez
3636,Ingeniero Juarez
3636,La Florencia
3636,La Junta
3636,La Palma Sola
3636,Las Cañitas
3636,Las Tres Marias
3636,Los Chaguancos
3636,Lote Nro 8
3636,Maria Cristina
3636,Media Luna
3636,Mistol Marcado
3636,Palmar Largo
3636,Palmarcito
3636,Pozo Cercado
3636,Pozo De La Yegua
3636,Pozo Del Maza
3636,Puerto Yrigoyen
3636,Pzo D Ls Chanchos
3636,Pzo Vrde  I G N Ju
3636,Ricardo Guiraldes
3636,S Alberto Vlba
3636,San Isidro
3636,Santa Teresa
3636,Selva Maria
3636,Sombrero Negro
3636,Tte Gral R N Fra
3636,Vaca Perdida
3636,Yunca
3637,General Mosconi
3639,Puerto Pilcomayo
3640,Laguna Naick Neck
3641,Garcete Cue
3642,Centro Fronterizo Clorinda
3642,Ctro F Clorinda
3643,9 De Julio
3647,Gato Colorado
3648,La Eduviges
3657,Villa Sarmiento
3698,B Gral J De S M
3698,Barrio Jose De San Martin
3699,Barrio Sarmiento
3700,C Jose Marmol
3700,Colonia Bajo Hondo
3700,Colonia Jose Marmol
3700,La Chiquita
3700,Pampa Aguado
3700,Pampa Alegria
3700,Pampa De Los Locos
3700,Pampa Galpon
3700,Pampa Gamba
3700,Pampa Loca
3700,Presidencia Roque Saenz Peña
3701,Almirante Brown
3701,C Bernar Rivad
3701,F Totoralita L H
3701,La Chaco
3701,La Clotilde
3701,La Tigra
3701,Las Cnia J Marmol
3701,Las Cuatro Bocas
3701,Lote 10
3701,Lote 11
3701,Malbalaes
3701,Pampa D Ls Flores
3701,Pampa Grande
3701,San Bernardo
3702,Wichi
3703,Aleloy
3703,C Velez Sarsfield
3703,Colonia Alelay
3703,El Boqueron
3703,El Cuarenta Y Seis
3703,El Destierro
3703,El Espinillo
3703,El Palmar 3 Isltas
3703,El Treinta Y Seis
3703,Fortin Lavalle
3703,Girasol
3703,Kilometro 841
3703,Kilometro 884
3703,Km 855 Estacion
3703,La Matanza
3703,La Pobladora
3703,Ntra Sra D Cpcion
3703,Pampa Aguara
3703,Pampa Alelai
3703,Pampa El 11
3703,Pampa El 12
3703,Pampa Florida
3703,Tres Isletas
3703,Tres Naciones
3703,V Rio Bermejito
3703,Villa Rio Bermejito
3704,El Sauzalito
3705,Bajo Hondo
3705,Bajo Verde
3705,Berlin
3705,Bolsa Grande
3705,C Cabeza De Buey
3705,C J J Castelli
3705,C La Florida Chica
3705,C La Florida Gde.
3705,C Monte Quemado
3705,C San Antonio
3705,California
3705,Campo El Aibal
3705,Campo El Onza
3705,Campo Grande
3705,Campo Overos
3705,Castelli
3705,Colonia El Alazan
3705,Colonia Esperanza
3705,Colonia Fortuni
3705,Colonia Indigena
3705,Colonia Juan Jose Castelli
3705,Comandancia Frias
3705,Corralito
3705,Diez De Mayo
3705,El 15
3705,El Aibal
3705,El Asustado
3705,El Desierto
3705,El Pintado
3705,El Recreo
3705,El Sauzal
3705,El Simbolar
3705,El Viscacheral
3705,Estancia Loma Alta
3705,Ex Fortin Arenales
3705,Ex Fortin Lavalle
3705,Ex Fortin P Millan
3705,Ex Fortin Wilde
3705,Ex Fortin Zelava
3705,Ex Fortin Zelaya
3705,Ex Ftin Com Frias
3705,Fuerte Esperanza
3705,Juan Jose Castelli
3705,Kilometro 40
3705,La Armonia
3705,La Costosa
3705,La Entrada
3705,La Esperanza
3705,La Estacion
3705,La Fidelidad
3705,La Flojera
3705,La Gringa
3705,La Invernada
3705,La Libertad
3705,La Media Luna
3705,La Mora
3705,La Rinconada
3705,La Saltarina
3705,La Soledad
3705,La Zanja
3705,Las Blancas
3705,Las Flores
3705,Las Hacheras
3705,Las Maravillas
3705,Las Vertientes
3705,Los Barriles
3705,Los Porongos
3705,Los Quirquinchos
3705,Los Tunales
3705,Lote Ocho
3705,Manantiales
3705,Miraflores
3705,Miramar
3705,Mision Angelicana
3705,Mision Nueva Pompeya
3705,Mision Nva Pompeya
3705,Molle Marcado
3705,Monte Caseros
3705,Nueva Poblacion
3705,Nueva Union
3705,Palo Marcado
3705,Pampa Castro
3705,Pampa El Silencio
3705,Pampa Los Bedogni
3705,Pampa Machete
3705,Pampa Tolosa Chica
3705,Pampa Tolosa Gde
3705,Pampa Vargas
3705,Paraje El Colchon
3705,Paraje El Colorado
3705,Paso De Los Libres
3705,Pozo De La Linea
3705,Pozo De La Mula
3705,Pozo De La Pava
3705,Pozo De La Tuna
3705,Pozo De Las Garzas
3705,Pozo De Los Suris
3705,Pozo Del Cincuenta
3705,Pozo Del Gato
3705,Pozo Del Gris
3705,Pozo Del Molle
3705,Pozo Del Negro
3705,Pozo Del Tala
3705,Pozo Del Tigre
3705,Pozo Del Toro
3705,Pozo La Brea
3705,Pozo La Osca
3705,Puerto Lavalle
3705,Puerto Urquiza
3705,Red D L Cye Lugar
3705,Red De San B El V
3705,Rosales
3705,San Agustin
3705,San Antonio
3705,San Juancito
3705,San Lorenzo
3705,Santa Rita
3705,Santo Domingo
3705,Sol De Mayo
3705,Tartagal
3705,Tolderias
3705,Tres Pozos
3705,Zaparinqui
3706,Avia Terai
3706,C A Pampa Napenay
3706,C Mariano Sarratea
3706,El Catorce
3706,El Triangulo
3706,La Mascota
3706,Lote 34
3706,Napenay
3706,Pmpa Dl Regimiento
3708,Concep. Dl Bermejo
3708,Concepcion Del Bermejo
3708,Pampa Borracho
3708,Pampa Del Infierno
3708,Pampa Hermosa
3708,Pampa Juanita
3711,Estacion Durazno
3712,Belgica
3712,Campo La Angelita
3712,Cnel Manuel L Rico
3712,Colonia El Peligro
3712,Coronel Manuel Leoncio Rico
3712,Desvio Km 1342
3712,El Aerolito
3712,El Cabure
3712,El Perseguido
3712,El Silencio
3712,Estados Unidos
3712,Kilometro 1297
3712,Kilometro 1314
3712,Kilometro 1338
3712,Kilometro 1362
3712,Kilometro 1380
3712,Kilometro 1391
3712,La Angelita
3712,La Armonia
3712,La Granja
3712,Las Perforaciones
3712,Lavalle
3712,Los Frentones
3712,Los Morteros
3712,Los Pirpintos
3712,Los Tigres
3712,Pamp D L Guanacos
3712,Pampa De Los Guanacos
3712,Pinedo
3712,Pozo Vil
3712,Puesto Cordoba
3712,Puesto Del Medio
3712,San Horacio
3712,San Pedro
3712,Santa Maria
3712,Urundel
3713,Taco Pozo
3714,Santa Elena
3714,9 De Julio
3714,Agua Buena
3714,Atahualpa
3714,Botija
3714,Castellin
3714,Colombia
3714,El Guanaco
3714,El Indio
3714,El Palmar
3714,El Palomar
3714,El Paraiso
3714,El Simbol
3714,El Valla
3714,Fierro
3714,Kilometro 1183
3714,Kilometro 1210
3714,Kilometro 1255
3714,La Aguada
3714,La Argentina
3714,La China
3714,La Firmeza
3714,La Ilusion
3714,La Paloma
3714,La Pinta
3714,La Providencia
3714,La Sara
3714,La Tranquilidad
3714,La Virtud
3714,Las Carpas
3714,Las Delicias
3714,Las Flores
3714,Las Perforaciones
3714,Lorena
3714,Los Magos
3714,Los Tigres
3714,Los Tobas
3714,Lote 33
3714,Madre De Dios
3714,Monte Quemado
3714,Nueva Esperanza
3714,Nueva York
3714,Obraje Los Tigres
3714,P Independencia
3714,P Kilometro 77
3714,Paaj Pozo
3714,Palo Blanco
3714,Pampa Bolsa
3714,Pampa Cabure
3714,Pampa El Fosforito
3714,Pampa El Mangrullo
3714,Pampa El Mollar
3714,Pampa Pelado
3714,Pampa Pereyra
3714,Pampa Quimili
3714,Pampa Ralera
3714,Pampa Virgen
3714,Paraje Ojo De Agua
3714,Paraje Santa Cruz
3714,Pozo Hondo
3714,S Teresa D Carball
3714,San Agustin
3714,San Antonio
3714,San Jose
3714,San Luis
3714,San Martin
3714,San Telmo
3714,Santa Agueda
3714,Santa Rosa
3714,Santa Rosa Copo
3714,Taco Pozo
3714,Urundel
3714,Urutau
3715,Los Frentones
3716,Campo Largo
3716,Colonia Malgratti
3716,La Cuchilla
3716,La Flecha
3716,Loro Blanco
3716,Pampa Oculta
3717,Taco Pozo
3718,Amambay
3718,Corzuela
3718,Loro Blanco
3718,Pampa Alsina
3718,Pampa Cuvalo
3718,Pampa Grande
3718,Puesto Carrizo
3719,Rio Muerto
3721,Pampa Del Infierno
3722,2 De Mayo
3722,C Cuero Quemado
3722,C General Necochea
3722,C Juan Lavalle
3722,Campo Zapa
3722,Curva De Novoa
3722,Dos Boliches
3722,El Cajon
3722,El Estero
3722,El Oro Blanco
3722,El Recoveco
3722,El Recovo
3722,Las Breñas
3722,Las Cuchillas
3722,Las Piedritas
3722,Los Cerritos
3722,Los Chinacos
3722,Pampa Brugnoli
3722,Pampa Del Cielo
3722,Pampa Del Huevo
3722,Pampa Del Tordillo
3722,Pampa Del Zorro
3722,Pampa Hermosa
3722,Pampa Ipora Guazu
3722,Pampa Mitre
3722,Pampa San Martin
3722,Pampa Villordo
3722,Pampa Zanata
3722,Pampini
3724,Las Breñas
3726,San Bernardo
3727,Tres Estacas
3728,Pampa Sommer
3729,Meson De Fierro
3730,C Juan Larrea
3730,Cabral
3730,Campo Ferrando
3730,Cerrito
3730,Charata
3730,Colonia Schmidt
3730,El Picaso
3730,El Puca
3730,General Necochea
3730,India Muerta
3730,Ipora Guazu
3730,Los Gualcos
3730,Lote 77
3730,Pampa Avila
3730,Pampa Barrera
3730,Pampa Cabrera
3730,Pampa Cejas
3730,Pampa Del Cielo
3730,Pampa Flores
3730,Pueblo Puca
3731,Arbol Blanco
3731,Pampa Landriel
3731,Punta Rieles
3731,Santa Elvira
3731,Sachayoj
3732,C El Triangulo
3732,C Hamburguesa
3732,C Necochea Sud
3732,Colonia Abate
3732,Colonia Barrera
3732,Colonia Bravo
3732,Colonia Economia
3732,Colonia Welhers
3732,El Palmar
3732,El Triangulo
3732,General Capdevila
3732,General Capdevilla
3732,General Pinedo
3732,La Economia
3732,Las Leonas
3732,Mi Ramon Gomez
3732,Palmar Central
3732,Palmar Norte
3732,Pampa Dorotier
3732,Pinedo Central
3732,Pueblo Puca
3732,Puerta De Leon
3732,Welhers
3733,Campo El Jacaranda
3733,Hermoso Campo
3733,Itin
3733,Kilometro 523
3733,Tres Mojones
3733,Venados Grandes
3734,Gancedo
3734,Los Quebrachitos
3734,C La Maria Luisa
3734,Campo Moreno
3734,Colonia Drydale
3734,Colonia La Tota
3734,El Arbolito
3734,El Bravo
3734,El Cuadrado
3734,El Estero
3734,El Porongal
3734,El Puma
3734,El Saladillo
3734,La Cuchilla
3734,Los Fortines
3734,Pzo D Indio E Fcgb
3734,Viboras
3734,Zuberbuhler
3735,Chorotis
3736,Agua Salada
3736,Calderon
3736,Campo Del Infierno
3736,Campo El Rosario
3736,Dos Represas
3736,E Nueva Esperanza
3736,El Urunday
3736,El Veinte
3736,Girardet
3736,Huchupayana
3736,La Paloma
3736,Roversi
3736,Taco Fura
3736,Tres Mojones
3737,Rio Muerto
3740,Aibal
3740,Anchilo
3740,Barrio Obrero
3740,Bella Vista
3740,Campo Del Cielo
3740,Campo Limpio
3740,Cartavio
3740,Cañada Limpia
3740,Cejolao
3740,Colonia España
3740,Colonia Media
3740,Dolores
3740,Dos Eulacias
3740,Dos Hermanas
3740,El Aibalito
3740,El Crucero
3740,El Descanso
3740,El Fisco
3740,El Noventa
3740,El Ojo De Agua
3740,El Veintisiete
3740,Estancia La Elsita
3740,Jdin D L Delicias
3740,Juncal Grande
3740,Kilometro 48
3740,La Loma
3740,Laguna Baya
3740,Los Pensamientos
3740,Los Puentes
3740,Maravilla
3740,Maria
3740,Minerva
3740,Nogales
3740,P Obraje M Ange
3740,Paraje El Prado
3740,Paraje Gauna
3740,Paraje La Pampa
3740,Paraje Lilo Viejo
3740,Paraje Milagro
3740,Paraje V Yolanda
3740,Pirhuas
3740,Proviru
3740,Puesto De Mena
3740,Puma
3740,Quimili
3740,Rumi
3740,Saldivar
3740,San Jose
3740,San Nicolas
3740,Santa Justina
3740,Tinajeraloj
3740,Villa Guañuna
3740,Villa Matilde
3741,Aerolito
3741,Agustina Libarona
3741,Alhuampa
3741,Doble Tero
3741,Donadeu
3741,Dos Eulalias
3741,El Colorado
3741,El Fisco
3741,El Fisco De Fatima
3741,El Noventa
3741,El Tanque
3741,Genoveva
3741,Granadero Gatica
3741,Haase
3741,Hernan Mejia Mira
3741,Kilometro 606
3741,Kilometro 719
3741,La Curva
3741,La Marta
3741,Las Porteñas
3741,Los Gatos
3741,Los Milagros
3741,Los Pecariel
3741,Los Porteños
3741,Lote F
3741,Magdalena
3741,Morayos
3741,Octavia
3741,Otumpa
3741,Pozo Del Toba
3741,San Alberto
3741,San Miguel
3741,Santa Elena
3743,E Pampa Muyoj
3743,El Prado
3743,La Pampa
3743,Milagro
3743,Monte Alto
3743,Obraje M Angelica
3743,Tintina
3743,Villa Yolanda
3745,Central Dolores
3745,El 21
3745,El Hoyo
3745,Hualo Cancana
3745,Huilla Catina
3745,Kilometro 694
3745,La Chejchilla
3745,La Guardia
3745,Libertad
3745,Lilo Viejo
3745,Patay
3745,Pozo Castaño
3745,Puesto Del Medio
3745,Quilumpa
3745,Saladillo
3745,San Antonio
3747,Aibalito
3747,Alberdi
3747,Campo Gallo
3747,E La Agustina
3747,Florida
3747,Kilometro 20
3747,La America
3747,La Fortuna
3747,Las Carpas
3747,Monte Verde
3747,Obraje Iriondo
3747,Pozo Muerto
3747,Pozo Salado
3747,San Antonio
3747,San Ramon
3747,Santa Cruz
3747,Yunta Pozo
3749,Agua Blanca
3749,Argentina
3749,Bahia Blanca
3749,Campo Alegre
3749,Campo Del Aguila
3749,Campo Verde
3749,Chainima
3749,Chañar Pozo
3749,Cuquero
3749,Dos Varones
3749,El Cambiado
3749,El Colmenar
3749,El Corrido
3749,El Oscuro
3749,El Rosario
3749,El Traslado
3749,El Valle
3749,El Valle D Oriente
3749,Hazan Villa
3749,La Argentina
3749,La Armonia
3749,La Cañada
3749,La Defensa
3749,La Esperanza
3749,La Union
3749,Las Aguilas
3749,Los Carrizos
3749,Maidana
3749,Maravilla
3749,Monte Rico
3749,Nuevo Libano
3749,Nuevo Lujan
3749,Palermo
3749,Parana
3749,Rivadavia
3749,San Carlos
3749,San Juan
3749,Santa Rosa
3749,Vinal Pozo
3752,El Mistol
3752,Kilometro 499
3752,Nasalo
3752,Noge
3752,Pozo Colorado
3752,Puna
3752,Quebracho Pintado
3752,Retiro San Pablo
3752,Tobas
3752,Vilelas
3753,Vilelas
3760,28 De Marzo
3760,Añatuya
3760,Barrio La Leñera
3760,Barrio V Fernandez
3760,Binal Esquina
3760,Coronel Barros
3760,Cuatro Bocas
3760,El Mataco
3760,Kilometro 515
3760,La Encalada
3760,La Esmeralda
3760,La Estancia
3760,Lote 15
3760,Puni Tajo
3760,Santa Ana
3760,Simbol Bajo
3760,Suncho Pozo
3760,Tinap Jerayoj
3760,Villa Abregu
3761,El Malacara
3761,Los Linares
3761,Miel De Palo
3761,Pozo Herrera
3763,Kilometro 450
3763,La Simona
3763,Los Juries
3763,Obraje Mailin
3763,Tres De Marzo
3765,El Cuadrado
3765,Kilometro 477
3765,Km 443 Taboada
3765,La Balanza
3765,La Nena
3765,La Reconquista
3765,Lote 42
3765,Tomas Young
3766,Agua Dulce
3766,Averias
3766,Gualamba
3766,Kilometro 433
3766,Kilometro 454
3766,La Esmeralda
3766,Las Flores
3766,Los Pocitos
3766,Lote 27 E 286
3766,Tacañitas
3766,Tres Pozos
3820,El Mojon
4000,E De Zootecnia B
4000,Los Pinos B
4000,San Bernardo B
4000,San Miguel De Tucuman
4000,V Zenon Santillan
4001,San Miguel De Tucuman
4002,San Miguel De Tucuman
4003,Pacara
4005,Villa Carmela
4010,Villa Carmela
4011,Santa Maria
4065,Los Sarmientos
4101,A G D V Burruyacu
4101,Agua Negra
4101,Aguadita
4101,Aserradero
4101,Barrio Diagonal
4101,Barrio Rivadavia
4101,Chorrillos
4101,Colonia Los Hills
4101,Colonia San Ramon
4101,Colonia Sarmiento
4101,Cuchillas
4101,E 300 La Picada
4101,E Capitan G De Med
